Product,Monthly_Expense,Purchase_Frequency,Is_Seasonal,Label
Smart TV,78695,3.55,0,1
Cooking Oil,1411,15.0,1,0
Milk,1311,20.7,0,0
Luxury Watch,36468,3.53,0,1
Smartphone,60170,2.65,0,1
Jewelry,81949,1.62,1,1
Luxury Watch,55701,0.45,1,1
Vegetables,1632,22.6,1,0
Laptop,90890,0.15,1,1
Camera,29468,1.81,0,1
Jewelry,5690,4.53,1,1
Bread,1859,29.7,0,0
Cooking Oil,128,28.0,0,0
Smartphone,55785,3.72,1,1
Toothpaste,937,11.4,1,0
Designer Bag,97192,1.49,0,1
Gaming Console,11890,0.61,0,1
Vegetables,369,23.8,0,0
Camera,36714,1.87,0,1
Jewelry,28054,0.25,1,1
Jewelry,14738,2.22,1,1
Smartphone,40379,3.16,0,1
Perfume,89523,3.89,1,1
Vegetables,1034,13.1,0,0
Salt,366,11.3,1,0
Bread,102,21.3,1,0
Jewelry,63648,4.8,1,1
Gaming Console,49386,2.92,1,1
Smartphone,60477,2.14,1,1
Rice,884,29.0,0,0
Smartphone,67396,0.22,1,1
Toothpaste,1672,25.6,0,0
Salt,1681,15.8,0,0
Cooking Oil,241,22.0,1,0
Eggs,611,27.7,0,0
Cooking Oil,161,14.4,0,0
Soap,1470,21.9,0,0
Perfume,24286,1.85,1,1
Eggs,164,11.0,0,0
Bread,882,24.2,1,0
Cooking Oil,1755,21.9,0,0
Cooking Oil,778,11.8,0,0
Cooking Oil,584,17.2,0,0
Soap,908,25.8,1,0
Luxury Watch,69977,3.37,0,1
Smart TV,83895,0.97,0,1
Vegetables,1754,21.7,0,0
Smart TV,88874,3.96,1,1
Soap,371,23.4,0,0
Smart TV,96769,2.23,1,1
Salt,712,29.1,0,0
Laptop,33703,2.6,1,1
Eggs,1467,18.2,1,0
Luxury Watch,39401,0.48,0,1
Luxury Watch,38371,2.96,1,1
Camera,41991,2.49,1,1
Toothpaste,825,13.6,0,0
Rice,612,18.5,0,0
Perfume,41658,4.43,0,1
Salt,1263,14.0,0,0
Designer Bag,85558,1.57,0,1
Cooking Oil,1332,21.5,0,0
Rice,878,25.0,1,0
Milk,1587,14.5,0,0
Smartphone,25930,4.6,0,1
Gaming Console,69106,4.41,0,1
Eggs,1404,24.5,0,0
Vegetables,846,11.6,0,0
Smart TV,99838,1.05,1,1
Air Conditioner,47937,2.7,1,1
Laptop,86855,3.93,1,1
Smart TV,67004,2.82,1,1
Jewelry,61044,3.3,1,1
Camera,57430,4.09,0,1
Camera,62642,0.22,1,1
Luxury Watch,29225,2.71,1,1
Gaming Console,51238,0.97,1,1
Salt,345,21.8,0,0
Luxury Watch,35936,4.37,0,1
Luxury Watch,19099,2.79,1,1
Salt,546,20.0,0,0
Bread,1568,12.9,1,0
Laptop,98493,2.58,0,1
Laptop,10624,4.01,1,1
Toothpaste,1801,26.3,0,0
Smartphone,22610,1.98,1,1
Designer Bag,80510,1.58,0,1
Rice,1721,14.2,0,0
Soap,169,13.4,1,0
Shampoo,214,11.6,1,0
Milk,1896,22.9,0,0
Rice,299,24.8,1,0
Soap,1486,16.4,0,0
Air Conditioner,98955,3.58,0,1
Smart TV,19565,4.96,0,1
Shampoo,1694,13.1,1,0
Air Conditioner,66924,1.59,1,1
Salt,608,26.5,0,0
Vegetables,1854,15.1,1,0
Bread,871,29.8,0,0
Air Conditioner,85695,1.82,0,1
Camera,41308,3.0,1,1
Eggs,1275,16.3,0,0
Milk,291,22.7,0,0
Salt,487,13.9,1,0
Luxury Watch,86061,4.98,0,1
Vegetables,1175,16.2,1,0
Luxury Watch,80740,4.79,0,1
Camera,61675,4.61,0,1
Milk,1519,15.8,0,0
Rice,1406,29.0,0,0
Shampoo,572,19.4,0,0
Rice,1311,18.5,0,0
Perfume,10990,4.77,0,1
Luxury Watch,71466,2.22,1,1
Smartphone,77667,0.25,1,1
Smartphone,35038,2.18,0,1
Rice,980,25.9,0,0
Laptop,62687,1.66,1,1
Shampoo,798,14.3,0,0
Milk,853,29.4,0,0
Camera,25071,1.84,0,1
Eggs,200,21.6,0,0
Jewelry,7872,0.89,1,1
Toothpaste,716,23.3,1,0
Luxury Watch,31565,1.91,1,1
Gaming Console,96310,2.56,0,1
Shampoo,1941,11.1,0,0
Vegetables,1191,25.0,0,0
Luxury Watch,24849,1.35,1,1
Gaming Console,12839,4.4,0,1
Shampoo,740,16.8,1,0
Designer Bag,19128,0.11,0,1
Rice,1895,24.4,0,0
Designer Bag,92757,1.24,0,1
Salt,1049,13.6,0,0
Laptop,96166,3.73,1,1
Cooking Oil,1375,11.3,0,0
Camera,87279,0.88,1,1
Bread,261,19.5,1,0
Bread,298,21.5,0,0
Gaming Console,69810,0.28,1,1
Salt,609,23.2,1,0
Milk,614,27.2,0,0
Vegetables,225,14.2,0,0
Eggs,678,21.1,0,0
Vegetables,1270,29.1,1,0
Toothpaste,1787,23.6,0,0
Milk,481,18.1,0,0
Jewelry,89218,3.23,1,1
Jewelry,66163,0.71,0,1
Toothpaste,1209,19.9,0,0
Camera,81938,3.82,1,1
Designer Bag,38323,2.66,1,1
Cooking Oil,1587,29.9,1,0
Jewelry,10465,0.89,0,1
Milk,1254,10.8,0,0
Eggs,1861,29.4,0,0
Laptop,54182,1.72,0,1
Salt,1526,21.3,0,0
Designer Bag,72320,3.71,1,1
Soap,888,18.5,0,0
Smart TV,10166,0.72,0,1
Salt,1005,16.9,0,0
Milk,739,22.1,0,0
Vegetables,429,22.1,1,0
Jewelry,75808,2.67,0,1
Smart TV,70414,4.99,1,1
Rice,1225,29.2,0,0
Milk,1198,21.6,0,0
Toothpaste,1343,21.4,0,0
Eggs,437,11.7,1,0
Smart TV,88313,0.77,1,1
Camera,18623,2.74,0,1
Smartphone,91695,1.77,1,1
Shampoo,128,12.5,1,0
Camera,41993,3.65,0,1
Salt,1419,13.2,0,0
Toothpaste,1769,16.7,0,0
Vegetables,115,12.8,1,0
Designer Bag,45997,2.43,1,1
Jewelry,58068,1.14,0,1
Luxury Watch,24896,4.84,0,1
Smartphone,38614,4.25,1,1
Gaming Console,47708,3.67,1,1
Bread,188,17.5,1,0
Smart TV,88926,0.27,0,1
Toothpaste,1012,10.1,0,0
Gaming Console,28804,2.74,1,1
Camera,83971,2.64,1,1
Eggs,1257,17.2,0,0
Vegetables,1193,13.7,0,0
Cooking Oil,1021,26.1,0,0
Luxury Watch,78520,3.24,1,1
Bread,1103,10.3,0,0
Laptop,39901,4.96,0,1
Air Conditioner,92716,3.47,1,1
Milk,1172,23.5,0,0
Vegetables,441,25.0,1,0
Vegetables,655,12.4,1,0
Perfume,13557,3.62,1,1
Eggs,1940,12.9,0,0
Cooking Oil,1400,22.4,0,0
Vegetables,1598,12.8,1,0
Eggs,368,24.8,0,0
Bread,224,15.4,0,0
Bread,109,24.9,0,0
Laptop,7013,2.51,0,1
Designer Bag,82387,1.89,1,1
Vegetables,382,10.6,1,0
Salt,1095,10.4,1,0
Smartphone,97169,1.26,0,1
Vegetables,444,16.2,0,0
Designer Bag,55658,4.85,0,1
Air Conditioner,83294,2.29,0,1
Toothpaste,620,12.3,0,0
Eggs,1867,29.1,1,0
Milk,1557,13.9,0,0
Smart TV,65595,3.94,1,1
Milk,1511,28.8,1,0
Salt,1694,10.8,1,0
Smart TV,54461,4.63,1,1
Soap,829,14.9,0,0
Toothpaste,243,27.5,1,0
Air Conditioner,79017,1.36,1,1
Milk,442,23.9,0,0
Air Conditioner,47379,2.5,1,1
Perfume,81574,2.71,1,1
Air Conditioner,42584,1.83,1,1
Smartphone,77150,2.7,1,1
Salt,618,23.3,0,0
Soap,1845,22.1,1,0
Jewelry,97212,1.88,0,1
Luxury Watch,60094,0.82,1,1
Smart TV,91792,3.38,1,1
Perfume,46255,2.01,1,1
Vegetables,1943,26.7,1,0
Shampoo,325,23.7,0,0
Milk,181,24.6,0,0
Perfume,42401,1.43,1,1
Rice,190,23.9,0,0
Milk,586,22.3,0,0
Toothpaste,546,27.9,0,0
Soap,906,27.1,0,0
Salt,776,23.2,1,0
Laptop,24257,4.56,0,1
Camera,82646,0.81,0,1
Bread,1108,20.3,0,0
Eggs,832,19.0,0,0
Rice,332,14.8,0,0
Vegetables,1845,22.2,1,0
Toothpaste,1449,26.6,0,0
Perfume,31343,3.01,1,1
Designer Bag,11299,4.45,1,1
Rice,1076,12.9,0,0
Perfume,66416,0.8,1,1
Milk,469,29.3,0,0
Salt,558,17.3,0,0
Jewelry,17347,0.1,1,1
Eggs,302,25.6,0,0
Milk,1585,10.9,1,0
Smartphone,83934,0.79,1,1
Gaming Console,19870,0.6,0,1
Eggs,232,11.9,0,0
Vegetables,1378,14.4,0,0
Milk,806,22.9,0,0
Luxury Watch,27102,4.84,0,1
Salt,514,10.2,1,0
Vegetables,1853,12.5,1,0
Milk,1305,14.1,1,0
Air Conditioner,48152,0.19,1,1
Jewelry,34760,1.53,1,1
Milk,959,23.1,1,0
Vegetables,1831,19.3,0,0
Rice,398,24.3,1,0
Eggs,321,13.4,1,0
Camera,71340,4.94,1,1
Jewelry,56293,2.73,1,1
Eggs,790,28.7,1,0
Smart TV,35336,4.15,1,1
Bread,283,13.5,0,0
Smartphone,16527,4.96,0,1
Designer Bag,61551,2.36,1,1
Bread,640,28.0,0,0
Perfume,48255,2.27,1,1
Camera,72772,4.59,0,1
Air Conditioner,48785,3.36,1,1
Designer Bag,75924,1.8,1,1
Vegetables,1339,12.9,1,0
Bread,397,12.4,1,0
Camera,10049,3.5,0,1
Smart TV,65196,1.34,0,1
Jewelry,8564,3.34,1,1
Smart TV,6673,3.32,1,1
Smartphone,26614,1.99,1,1
Bread,1738,17.1,0,0
Designer Bag,48873,1.45,1,1
Milk,1168,20.6,1,0
Smart TV,54141,1.52,0,1
Air Conditioner,31990,3.99,0,1
Designer Bag,84524,0.61,1,1
Luxury Watch,30808,2.23,1,1
Gaming Console,74839,4.42,1,1
Smartphone,90653,3.58,1,1
Gaming Console,60688,1.76,1,1
Perfume,38059,1.55,0,1
Vegetables,1629,13.7,1,0
Camera,79887,0.86,1,1
Rice,1766,27.5,0,0
Smart TV,33403,2.3,1,1
Luxury Watch,15966,2.16,1,1
Cooking Oil,571,26.7,1,0
Camera,79073,0.1,1,1
Milk,359,25.5,1,0
Shampoo,831,11.6,0,0
Soap,962,19.0,1,0
Vegetables,399,21.8,0,0
Smart TV,96532,0.37,1,1
Smartphone,97852,3.79,0,1
Designer Bag,22758,4.47,1,1
Toothpaste,1153,16.7,0,0
Smartphone,36334,0.4,0,1
Toothpaste,198,24.7,1,0
Salt,1562,10.9,1,0
Shampoo,1001,26.8,0,0
Jewelry,79714,1.58,0,1
Gaming Console,83403,4.49,1,1
Eggs,461,13.1,0,0
Bread,578,17.3,0,0
Milk,1520,12.7,0,0
Rice,113,28.2,1,0
Eggs,1351,12.1,1,0
Cooking Oil,1248,24.0,1,0
Rice,1328,19.8,0,0
Toothpaste,1661,26.3,0,0
Gaming Console,49175,0.86,1,1
Toothpaste,961,26.6,0,0
Bread,1678,17.6,1,0
Soap,875,19.5,0,0
Gaming Console,63697,2.87,1,1
Camera,21933,3.96,1,1
Jewelry,76465,2.07,1,1
Smartphone,27459,3.9,1,1
Air Conditioner,15779,3.83,1,1
Luxury Watch,32354,0.63,1,1
Perfume,84925,3.86,1,1
Smart TV,8840,3.13,1,1
Shampoo,583,26.0,0,0
Cooking Oil,522,23.2,0,0
Smart TV,32364,4.59,0,1
Perfume,74914,2.66,1,1
Smartphone,19409,4.3,1,1
Cooking Oil,1243,15.1,0,0
Luxury Watch,43780,3.28,0,1
Cooking Oil,725,29.5,0,0
Shampoo,1382,29.3,1,0
Smartphone,47784,4.16,0,1
Camera,35986,3.23,1,1
Milk,841,10.6,0,0
Toothpaste,172,14.8,1,0
Smartphone,93222,2.37,1,1
Gaming Console,85471,4.61,1,1
Bread,861,26.3,0,0
Shampoo,1487,14.4,1,0
Laptop,6120,0.95,0,1
Rice,375,14.3,0,0
Vegetables,1459,13.7,1,0
Rice,1669,12.3,0,0
Designer Bag,89677,0.15,1,1
Smart TV,84386,3.24,0,1
Perfume,74898,1.36,1,1
Eggs,260,29.1,0,0
Toothpaste,582,11.1,0,0
Gaming Console,97936,0.34,1,1
Bread,1474,13.1,1,0
Rice,838,24.6,0,0
Jewelry,27982,0.73,0,1
Laptop,80282,0.08,0,1
Smartphone,95199,3.17,1,1
Designer Bag,84374,2.46,0,1
Salt,1418,27.8,1,0
Soap,1464,24.4,0,0
Rice,481,13.2,0,0
Soap,214,24.5,0,0
Designer Bag,24450,2.83,0,1
Laptop,16940,4.09,1,1
Designer Bag,92645,2.12,1,1
Smart TV,62147,2.49,0,1
Eggs,1661,13.3,0,0
Soap,172,22.2,1,0
Salt,1300,21.5,0,0
Laptop,61373,2.33,1,1
Laptop,82358,2.0,0,1
Gaming Console,85492,4.82,1,1
Smartphone,11325,0.96,0,1
Luxury Watch,75144,4.94,1,1
Toothpaste,330,10.4,0,0
Jewelry,92364,0.27,0,1
Camera,72796,4.27,1,1
Gaming Console,5396,3.75,1,1
Cooking Oil,879,25.4,1,0
Cooking Oil,1071,25.6,0,0
Designer Bag,97595,4.11,0,1
Perfume,83594,2.86,1,1
Gaming Console,61587,2.41,0,1
Rice,1873,22.5,1,0
Laptop,22654,4.44,1,1
Rice,553,25.5,0,0
Laptop,57966,3.7,0,1
Rice,633,24.8,0,0
Gaming Console,35728,1.44,1,1
Bread,1574,11.0,1,0
Camera,11830,1.37,0,1
Rice,1347,14.0,1,0
Bread,1953,23.8,0,0
Perfume,44710,2.83,0,1
Rice,391,12.7,0,0
Cooking Oil,366,24.5,0,0
Soap,855,14.3,0,0
Smart TV,81970,2.24,1,1
Salt,1185,15.4,0,0
Air Conditioner,12423,2.43,0,1
Rice,390,21.3,0,0
Vegetables,1028,18.0,0,0
Designer Bag,49273,3.73,1,1
Luxury Watch,86659,2.57,1,1
Eggs,630,27.4,0,0
Gaming Console,97788,4.69,1,1
Cooking Oil,1399,27.1,1,0
Air Conditioner,32090,3.59,0,1
Salt,1031,15.4,0,0
Cooking Oil,1169,25.6,0,0
Smartphone,50462,2.77,1,1
Soap,998,27.8,0,0
Soap,280,22.7,0,0
Smart TV,34690,0.76,1,1
Salt,1967,29.6,0,0
Eggs,1066,19.5,0,0
Camera,23673,0.08,1,1
Camera,56933,4.33,1,1
Eggs,1078,22.9,1,0
Bread,123,13.3,1,0
Milk,1716,21.4,0,0
Jewelry,81545,0.73,0,1
Shampoo,325,16.3,0,0
Shampoo,731,19.1,0,0
Cooking Oil,1903,24.2,1,0
Cooking Oil,1446,18.7,0,0
Perfume,95670,0.41,1,1
Smartphone,50941,0.26,0,1
Smart TV,77300,4.67,1,1
Smartphone,49497,2.69,1,1
Gaming Console,67533,3.34,0,1
Smartphone,98007,0.58,1,1
Smartphone,21712,1.36,1,1
Jewelry,38164,1.09,1,1
Bread,844,29.6,0,0
Cooking Oil,1088,19.0,1,0
Camera,34052,1.84,1,1
Vegetables,595,25.7,0,0
Laptop,37453,2.08,1,1
Smartphone,79134,3.09,0,1
Laptop,52463,0.35,0,1
Toothpaste,1422,19.2,1,0
Shampoo,821,29.2,0,0
Toothpaste,888,16.1,1,0
Gaming Console,88146,1.21,1,1
Toothpaste,402,25.4,0,0
Vegetables,1830,16.9,0,0
Milk,168,24.2,0,0
Smart TV,76564,0.43,1,1
Smart TV,49885,3.45,1,1
Gaming Console,88856,2.81,0,1
Toothpaste,881,24.2,1,0
Soap,1018,11.3,0,0
Smartphone,39347,0.77,1,1
Gaming Console,13986,2.26,0,1
Perfume,41863,1.27,1,1
Gaming Console,51924,2.86,1,1
Milk,251,11.3,0,0
Cooking Oil,1961,15.1,0,0
Perfume,44963,3.29,1,1
Toothpaste,538,14.0,0,0
Camera,15297,1.11,1,1
Laptop,24795,1.07,0,1
Designer Bag,91977,2.71,0,1
Camera,65960,1.57,1,1
Salt,1707,20.5,1,0
Bread,875,26.9,1,0
Air Conditioner,18307,2.44,1,1
Shampoo,1692,15.7,0,0
Soap,199,12.9,0,0
Rice,119,24.1,0,0
Laptop,78097,4.25,1,1
Cooking Oil,1735,17.3,1,0
Toothpaste,719,14.0,1,0
Luxury Watch,91750,3.02,1,1
Toothpaste,434,16.6,0,0
Salt,168,11.7,0,0
Gaming Console,76825,1.1,1,1
Eggs,854,15.4,0,0
Milk,1525,17.6,0,0
Smart TV,51242,4.16,1,1
Rice,1561,25.2,0,0
Laptop,18124,3.52,0,1
Camera,9273,0.88,0,1
Gaming Console,92208,0.51,1,1
Salt,408,18.3,0,0
Designer Bag,22695,2.53,0,1
Milk,1121,13.3,0,0
Luxury Watch,31728,2.02,0,1
Perfume,91463,4.1,1,1
Gaming Console,70547,4.08,0,1
Air Conditioner,60295,1.04,1,1
Salt,376,16.8,1,0
Jewelry,41500,2.48,1,1
Smart TV,78821,0.46,0,1
Luxury Watch,90469,3.12,1,1
Luxury Watch,60572,0.68,1,1
Eggs,796,28.6,0,0
Luxury Watch,57499,2.76,0,1
Eggs,1771,27.6,0,0
Milk,589,21.7,1,0
Air Conditioner,86789,2.6,0,1
Bread,1646,17.3,0,0
Shampoo,1434,21.0,0,0
Smart TV,10716,3.37,1,1
Air Conditioner,9502,4.93,1,1
Perfume,16423,3.74,1,1
Toothpaste,1208,17.0,0,0
Gaming Console,21173,3.77,1,1
Laptop,54619,1.7,1,1
Milk,607,19.9,1,0
Smart TV,12812,1.48,0,1
Air Conditioner,37265,2.84,1,1
Eggs,915,13.3,1,0
Vegetables,1418,19.8,1,0
Vegetables,1749,20.4,1,0
Salt,644,10.5,0,0
Bread,100,24.5,0,0
Salt,133,15.3,1,0
Vegetables,1839,19.2,0,0
Salt,1067,16.7,0,0
Soap,1740,14.2,1,0
Luxury Watch,82628,1.99,0,1
Smart TV,96744,2.25,0,1
Vegetables,779,17.3,0,0
Rice,1470,16.9,1,0
Eggs,1474,23.1,0,0
Air Conditioner,71474,0.9,1,1
Camera,78626,3.24,1,1
Soap,381,16.2,1,0
Toothpaste,1050,21.7,1,0
Smartphone,89381,4.64,1,1
Vegetables,752,10.7,0,0
Perfume,96310,4.29,1,1
Smartphone,74623,1.4,1,1
Toothpaste,926,26.7,0,0
Bread,136,15.2,0,0
Gaming Console,55897,4.8,0,1
Rice,1556,20.3,0,0
Smart TV,19041,1.95,1,1
Camera,39820,4.56,0,1
Milk,1017,13.4,0,0
Gaming Console,37994,2.09,1,1
Toothpaste,1455,18.8,0,0
Gaming Console,37213,1.59,1,1
Camera,31575,0.17,1,1
Soap,100,11.6,0,0
Designer Bag,37887,1.63,1,1
Smart TV,99767,3.48,0,1
Gaming Console,61380,3.56,1,1
Bread,893,16.5,0,0
Soap,1343,19.4,1,0
Rice,1558,23.3,1,0
Bread,1178,21.9,1,0
Designer Bag,66298,1.61,1,1
Cooking Oil,1720,12.4,0,0
Laptop,51284,2.82,1,1
Eggs,1217,10.9,0,0
Designer Bag,65753,1.69,1,1
Toothpaste,1716,28.7,0,0
Soap,1419,16.7,1,0
Cooking Oil,595,18.8,0,0
Bread,1795,16.7,1,0
Perfume,74331,3.87,1,1
Rice,1274,20.0,0,0
Cooking Oil,708,21.9,1,0
Milk,358,14.4,0,0
Luxury Watch,49149,0.88,1,1
Cooking Oil,705,13.5,0,0
Smart TV,23842,1.33,0,1
Vegetables,202,11.6,0,0
Vegetables,565,29.8,1,0
Gaming Console,50334,0.24,1,1
Eggs,710,18.5,0,0
Perfume,83691,1.64,1,1
Vegetables,1358,27.6,1,0
Gaming Console,85906,1.65,1,1
Gaming Console,61422,3.67,1,1
Jewelry,44752,2.84,1,1
Gaming Console,36494,3.22,1,1
Air Conditioner,40332,2.39,0,1
Jewelry,54836,1.41,0,1
Salt,316,22.6,0,0
Cooking Oil,599,20.7,0,0
Designer Bag,30239,4.39,1,1
Salt,1578,17.8,1,0
Laptop,74718,2.01,0,1
Soap,276,29.8,0,0
Jewelry,65192,4.89,1,1
Toothpaste,1736,11.9,0,0
Gaming Console,24022,1.76,0,1
Toothpaste,1653,26.4,1,0
Shampoo,1811,18.3,0,0
Cooking Oil,957,25.9,1,0
Vegetables,427,20.4,0,0
Smartphone,43251,4.53,0,1
Cooking Oil,959,18.2,0,0
Camera,29313,3.65,1,1
Jewelry,9256,1.8,1,1
Soap,998,16.2,1,0
Gaming Console,15374,1.71,1,1
Salt,1710,16.0,1,0
Eggs,1960,17.1,0,0
Perfume,27055,4.88,1,1
Rice,229,22.7,0,0
Gaming Console,69467,2.79,1,1
Perfume,96306,4.89,0,1
Eggs,1702,11.8,0,0
Camera,13025,2.24,1,1
Camera,87599,3.37,1,1
Milk,947,10.9,0,0
Cooking Oil,1852,17.2,1,0
Cooking Oil,158,10.2,0,0
Gaming Console,25429,0.81,1,1
Luxury Watch,32880,0.84,1,1
Air Conditioner,22498,4.97,1,1
Milk,1962,23.4,1,0
Gaming Console,18464,1.06,0,1
Cooking Oil,1106,17.9,0,0
Milk,1480,13.8,1,0
Air Conditioner,44151,1.2,0,1
Shampoo,1412,16.7,1,0
Eggs,1784,14.1,0,0
Laptop,37238,4.72,0,1
Smart TV,26416,0.07,1,1
Toothpaste,1811,12.8,0,0
Salt,1037,17.6,0,0
Toothpaste,1084,21.9,0,0
Gaming Console,44441,2.86,1,1
Shampoo,1238,20.0,0,0
Gaming Console,82848,0.56,1,1
Shampoo,876,27.8,0,0
Rice,1491,28.6,0,0
Laptop,56793,0.83,0,1
Vegetables,297,12.9,0,0
Air Conditioner,10871,4.47,1,1
Rice,625,17.4,0,0
Gaming Console,90380,2.12,0,1
Vegetables,1588,14.1,0,0
Cooking Oil,1140,14.8,1,0
Smartphone,11225,4.88,1,1
Air Conditioner,90016,3.49,0,1
Jewelry,57594,4.32,1,1
Bread,316,29.7,0,0
Vegetables,794,29.0,0,0
Bread,600,11.4,1,0
Soap,175,16.3,1,0
Toothpaste,1010,20.6,0,0
Jewelry,28170,2.66,1,1
Shampoo,1828,11.7,0,0
Camera,89558,0.83,0,1
Bread,1054,11.7,0,0
Smartphone,78188,4.31,1,1
Perfume,16109,0.28,1,1
Salt,313,14.0,1,0
Gaming Console,77352,2.58,0,1
Cooking Oil,300,20.4,1,0
Gaming Console,15113,2.32,1,1
Salt,304,16.0,1,0
Cooking Oil,283,26.3,0,0
Luxury Watch,32188,3.24,1,1
Milk,1638,18.3,0,0
Camera,12902,3.25,0,1
Gaming Console,69638,3.25,1,1
Cooking Oil,1256,20.9,0,0
Milk,934,17.7,1,0
Toothpaste,136,14.6,1,0
Milk,833,17.9,0,0
Jewelry,16143,0.81,1,1
Laptop,52642,4.29,1,1
Cooking Oil,1330,12.9,0,0
Luxury Watch,56147,0.44,0,1
Milk,1255,27.5,0,0
Camera,90513,2.04,1,1
Camera,18801,3.52,1,1
Laptop,27126,0.15,1,1
Shampoo,292,24.4,0,0
Perfume,26275,4.86,1,1
Perfume,82738,2.25,1,1
Smart TV,49191,1.95,1,1
Milk,315,28.1,0,0
Smart TV,72353,1.59,0,1
Luxury Watch,86042,2.1,1,1
Smartphone,39770,3.46,0,1
Perfume,21668,0.3,1,1
Jewelry,29127,4.73,1,1
Cooking Oil,1507,28.0,1,0
Air Conditioner,71319,0.71,1,1
Air Conditioner,97189,1.56,0,1
Laptop,41043,4.32,0,1
Perfume,44860,1.05,0,1
Salt,1019,18.4,0,0
Soap,1402,28.0,0,0
Vegetables,1622,19.0,0,0
Designer Bag,80473,2.84,1,1
Jewelry,62946,4.55,1,1
Rice,1850,26.4,1,0
Bread,418,18.1,0,0
Rice,1668,29.3,1,0
Cooking Oil,1246,19.5,1,0
Soap,827,23.4,0,0
Soap,1235,12.7,0,0
Salt,804,18.5,0,0
Salt,358,21.9,0,0
Shampoo,1578,10.2,0,0
Luxury Watch,81080,0.86,0,1
Luxury Watch,17393,1.53,0,1
Eggs,1631,14.3,1,0
Designer Bag,44204,3.79,0,1
Perfume,12167,0.87,0,1
Eggs,578,15.1,0,0
Gaming Console,8525,4.53,0,1
Air Conditioner,28487,0.08,1,1
Bread,682,13.8,1,0
Perfume,27393,1.99,1,1
Luxury Watch,41356,4.43,0,1
Camera,64723,2.99,1,1
Eggs,1850,12.6,0,0
Laptop,77569,0.83,1,1
Gaming Console,70192,2.83,1,1
Camera,69403,4.32,1,1
Toothpaste,1776,17.0,0,0
Shampoo,1056,16.1,0,0
Eggs,949,14.2,1,0
Smartphone,40769,1.7,1,1
Bread,1660,21.8,1,0
Gaming Console,14931,2.8,1,1
Jewelry,92885,0.4,1,1
Jewelry,52608,4.1,0,1
Jewelry,39038,3.93,1,1
Smart TV,11284,4.41,1,1
Shampoo,1710,25.8,0,0
Milk,1549,25.8,1,0
Smart TV,69434,1.01,1,1
Cooking Oil,1067,24.9,0,0
Soap,1824,17.2,0,0
Jewelry,82095,1.89,0,1
Air Conditioner,54019,2.79,0,1
Bread,1988,25.7,0,0
Vegetables,1095,14.1,0,0
Salt,340,16.3,0,0
Smart TV,67327,4.45,1,1
Air Conditioner,53145,3.93,0,1
Designer Bag,90956,0.44,1,1
Gaming Console,21196,2.88,1,1
Shampoo,1402,14.4,0,0
Luxury Watch,92800,3.79,1,1
Toothpaste,1552,28.8,0,0
Shampoo,984,10.9,0,0
Soap,1042,16.7,0,0
Bread,404,26.2,0,0
Cooking Oil,471,14.4,0,0
Eggs,203,17.1,0,0
Salt,1044,27.1,1,0
Gaming Console,54236,2.85,0,1
Toothpaste,1071,27.8,0,0
Eggs,1227,11.8,1,0
Jewelry,71353,1.0,0,1
Luxury Watch,92720,2.3,1,1
Gaming Console,29840,1.79,0,1
Gaming Console,57833,4.07,0,1
Rice,877,25.3,0,0
Soap,826,19.1,0,0
Perfume,96180,4.07,1,1
Toothpaste,1311,10.6,0,0
Smart TV,92380,2.11,1,1
Vegetables,1572,28.4,0,0
Smart TV,87322,2.0,0,1
Smartphone,83310,3.51,1,1
Camera,91036,2.5,0,1
Camera,16390,2.25,1,1
Vegetables,855,29.2,0,0
Perfume,53103,2.41,0,1
Smart TV,48112,4.12,0,1
Laptop,32012,4.17,1,1
Designer Bag,32695,0.84,1,1
Rice,1406,21.0,1,0
Toothpaste,1909,25.6,1,0
Soap,1318,15.8,1,0
Cooking Oil,1370,11.3,0,0
Gaming Console,58751,0.86,1,1
Soap,906,19.7,1,0
Vegetables,1441,13.3,0,0
Smartphone,88665,3.17,1,1
Bread,200,17.1,0,0
Shampoo,1448,11.1,0,0
Vegetables,848,17.4,0,0
Designer Bag,17255,0.17,1,1
Milk,392,11.2,0,0
Toothpaste,1043,19.8,0,0
Milk,1781,17.2,1,0
Soap,232,18.3,0,0
Luxury Watch,26655,0.64,1,1
Eggs,1140,13.3,0,0
Cooking Oil,142,20.3,1,0
Jewelry,67336,2.49,0,1
Rice,1427,27.2,1,0
Rice,714,14.6,0,0
Toothpaste,1632,22.1,1,0
Smart TV,78338,0.73,1,1
Smartphone,6359,4.83,0,1
Salt,324,12.0,1,0
Vegetables,762,26.2,1,0
Cooking Oil,1425,23.8,0,0
Salt,1919,22.6,1,0
Eggs,1184,29.5,0,0
Salt,242,15.8,0,0
Perfume,16488,4.65,1,1
Shampoo,252,19.9,0,0
Luxury Watch,53365,0.78,1,1
Milk,1255,17.4,1,0
Vegetables,798,18.3,0,0
Vegetables,1311,11.7,0,0
Eggs,1965,17.0,1,0
Air Conditioner,55164,2.89,1,1
Designer Bag,34014,2.98,0,1
Shampoo,1748,20.9,0,0
Camera,62298,2.57,0,1
Smart TV,92306,3.3,1,1
Perfume,20654,1.73,0,1
Smart TV,75513,0.8,1,1
Milk,1950,13.5,1,0
Luxury Watch,7078,2.9,0,1
Luxury Watch,49935,2.09,1,1
Milk,1701,17.1,0,0
Smart TV,70760,0.79,1,1
